# Assembly name:  EquCab3.0
# Organism name:  Equus caballus (horse)
# Infraspecific name:  breed=thoroughbred
# Isolate:  Twilight
# Sex:  female
# Taxid:          9796
# BioSample:      SAMN02953672
# BioProject:     PRJNA421018
# Submitter:      University of Louisville
# Date:           2018-01-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PJAA01
# Assembly method: Celera Assembler v. 2017; HiRise v. 2017
# Expected final version: yes
# Genome coverage: 88.0x
# Sequencing technology: Sanger; Illumina HiSeq; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002863925.1
# RefSeq assembly accession: GCF_002863925.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002863935.1	GCF_002863935.1	Primary Assembly
## 	GCF_000215765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig6996	unplaced-scaffold	na	na	PJAA01002654.1	=	NW_019645673.1	Primary Assembly	6184	na
Contig6997	unplaced-scaffold	na	na	PJAA01002655.1	=	NW_019645674.1	Primary Assembly	16823	na
Contig7002	unplaced-scaffold	na	na	PJAA01002656.1	=	NW_019645677.1	Primary Assembly	6988	na
Contig7005	unplaced-scaffold	na	na	PJAA01002657.1	=	NW_019645678.1	Primary Assembly	5153	na
Contig7008	unplaced-scaffold	na	na	PJAA01002658.1	=	NW_019645679.1	Primary Assembly	6599	na
Contig7009	unplaced-scaffold	na	na	PJAA01002659.1	=	NW_019645680.1	Primary Assembly	6361	na
Contig7010	unplaced-scaffold	na	na	PJAA01002660.1	=	NW_019645681.1	Primary Assembly	5340	na
Contig7011	unplaced-scaffold	na	na	PJAA01002661.1	=	NW_019645682.1	Primary Assembly	8165	na
Contig7012	unplaced-scaffold	na	na	PJAA01002662.1	=	NW_019645684.1	Primary Assembly	5993	na
Contig7013	unplaced-scaffold	na	na	PJAA01002663.1	=	NW_019645685.1	Primary Assembly	5400	na
Contig7016	unplaced-scaffold	na	na	PJAA01002664.1	=	NW_019645687.1	Primary Assembly	15206	na
Contig7017	unplaced-scaffold	na	na	PJAA01002665.1	=	NW_019645688.1	Primary Assembly	6751	na
Contig7020	unplaced-scaffold	na	na	PJAA01002666.1	=	NW_019645690.1	Primary Assembly	5171	na
Contig7023	unplaced-scaffold	na	na	PJAA01002667.1	=	NW_019645692.1	Primary Assembly	6994	na
Contig7024	unplaced-scaffold	na	na	PJAA01002668.1	=	NW_019645693.1	Primary Assembly	6752	na
Contig7028	unplaced-scaffold	na	na	PJAA01002669.1	=	NW_019645694.1	Primary Assembly	8132	na
Contig7029	unplaced-scaffold	na	na	PJAA01002670.1	=	NW_019645696.1	Primary Assembly	6607	na
Contig7030	unplaced-scaffold	na	na	PJAA01002671.1	=	NW_019645697.1	Primary Assembly	7498	na
Contig7037	unplaced-scaffold	na	na	PJAA01002672.1	=	NW_019645701.1	Primary Assembly	5194	na
Contig7039	unplaced-scaffold	na	na	PJAA01002673.1	=	NW_019645702.1	Primary Assembly	9056	na
Contig7040	unplaced-scaffold	na	na	PJAA01002674.1	=	NW_019645703.1	Primary Assembly	9272	na
Contig7041	unplaced-scaffold	na	na	PJAA01002675.1	=	NW_019645704.1	Primary Assembly	6741	na
Contig7042	unplaced-scaffold	na	na	PJAA01002676.1	=	NW_019645705.1	Primary Assembly	7259	na
Contig7043	unplaced-scaffold	na	na	PJAA01002677.1	=	NW_019645706.1	Primary Assembly	6635	na
Contig7044	unplaced-scaffold	na	na	PJAA01002678.1	=	NW_019645708.1	Primary Assembly	5270	na
Contig7048	unplaced-scaffold	na	na	PJAA01002679.1	=	NW_019645709.1	Primary Assembly	5876	na
Contig7049	unplaced-scaffold	na	na	PJAA01002680.1	=	NW_019645710.1	Primary Assembly	4934	na
Contig7050	unplaced-scaffold	na	na	PJAA01002681.1	=	NW_019645712.1	Primary Assembly	6409	na
Contig7052	unplaced-scaffold	na	na	PJAA01002682.1	=	NW_019645714.1	Primary Assembly	3449	na
Contig7054	unplaced-scaffold	na	na	PJAA01002683.1	=	NW_019645715.1	Primary Assembly	4526	na
Contig7055	unplaced-scaffold	na	na	PJAA01002684.1	=	NW_019645716.1	Primary Assembly	5592	na
Contig7056	unplaced-scaffold	na	na	PJAA01002685.1	=	NW_019645717.1	Primary Assembly	6248	na
Contig7057	unplaced-scaffold	na	na	PJAA01002686.1	=	NW_019645718.1	Primary Assembly	19443	na
Contig7058	unplaced-scaffold	na	na	PJAA01002687.1	=	NW_019645719.1	Primary Assembly	5095	na
Contig7059	unplaced-scaffold	na	na	PJAA01002688.1	=	NW_019645720.1	Primary Assembly	26122	na
Contig7060	unplaced-scaffold	na	na	PJAA01002689.1	=	NW_019645721.1	Primary Assembly	5465	na
Contig7063	unplaced-scaffold	na	na	PJAA01002690.1	=	NW_019645722.1	Primary Assembly	5768	na
Contig7064	unplaced-scaffold	na	na	PJAA01002691.1	=	NW_019645723.1	Primary Assembly	8706	na
Contig7065	unplaced-scaffold	na	na	PJAA01002692.1	=	NW_019645724.1	Primary Assembly	3802	na
Contig7066	unplaced-scaffold	na	na	PJAA01002693.1	=	NW_019645725.1	Primary Assembly	6322	na
Contig7069	unplaced-scaffold	na	na	PJAA01002694.1	=	NW_019645726.1	Primary Assembly	9274	na
Contig7070	unplaced-scaffold	na	na	PJAA01002695.1	=	NW_019645727.1	Primary Assembly	6249	na
Contig7071	unplaced-scaffold	na	na	PJAA01002696.1	=	NW_019645728.1	Primary Assembly	9692	na
Contig7073	unplaced-scaffold	na	na	PJAA01002697.1	=	NW_019645730.1	Primary Assembly	17211	na
Contig7074	unplaced-scaffold	na	na	PJAA01002698.1	=	NW_019645731.1	Primary Assembly	5524	na
Contig7075	unplaced-scaffold	na	na	PJAA01002699.1	=	NW_019645734.1	Primary Assembly	6012	na
Contig7076	unplaced-scaffold	na	na	PJAA01002700.1	=	NW_019645735.1	Primary Assembly	5696	na
Contig7081	unplaced-scaffold	na	na	PJAA01002701.1	=	NW_019645738.1	Primary Assembly	5802	na
Contig7082	unplaced-scaffold	na	na	PJAA01002702.1	=	NW_019645739.1	Primary Assembly	6890	na
Contig7083	unplaced-scaffold	na	na	PJAA01002703.1	=	NW_019645740.1	Primary Assembly	36564	na
Contig7084	unplaced-scaffold	na	na	PJAA01002704.1	=	NW_019645742.1	Primary Assembly	7144	na
Contig7085	unplaced-scaffold	na	na	PJAA01002705.1	=	NW_019645743.1	Primary Assembly	6610	na
Contig7086	unplaced-scaffold	na	na	PJAA01002706.1	=	NW_019645744.1	Primary Assembly	11490	na
Contig7087	unplaced-scaffold	na	na	PJAA01002707.1	=	NW_019645745.1	Primary Assembly	6292	na
Contig7088	unplaced-scaffold	na	na	PJAA01002708.1	=	NW_019645746.1	Primary Assembly	4810	na
Contig7091	unplaced-scaffold	na	na	PJAA01002709.1	=	NW_019645747.1	Primary Assembly	5423	na
Contig7092	unplaced-scaffold	na	na	PJAA01002710.1	=	NW_019645748.1	Primary Assembly	5295	na
Contig7095	unplaced-scaffold	na	na	PJAA01002711.1	=	NW_019645749.1	Primary Assembly	6247	na
Contig7096	unplaced-scaffold	na	na	PJAA01002712.1	=	NW_019645750.1	Primary Assembly	3120	na
Contig7097	unplaced-scaffold	na	na	PJAA01002713.1	=	NW_019645752.1	Primary Assembly	4949	na
Contig7099	unplaced-scaffold	na	na	PJAA01002714.1	=	NW_019645754.1	Primary Assembly	8362	na
Contig7126	unplaced-scaffold	na	na	PJAA01002715.1	=	NW_019645761.1	Primary Assembly	28420	na
Contig7137	unplaced-scaffold	na	na	PJAA01002716.1	=	NW_019645764.1	Primary Assembly	5087	na
Contig7138	unplaced-scaffold	na	na	PJAA01002717.1	=	NW_019645765.1	Primary Assembly	19405	na
Contig7145	unplaced-scaffold	na	na	PJAA01002718.1	=	NW_019645766.1	Primary Assembly	5799	na
Contig7201	unplaced-scaffold	na	na	PJAA01002719.1	=	NW_019645782.1	Primary Assembly	27927	na
Contig7308	unplaced-scaffold	na	na	PJAA01002720.1	=	NW_019645807.1	Primary Assembly	7033	na
Contig7376	unplaced-scaffold	na	na	PJAA01002721.1	=	NW_019645831.1	Primary Assembly	3421	na
Contig7411	unplaced-scaffold	na	na	PJAA01002722.1	=	NW_019645842.1	Primary Assembly	117450	na
Contig7493	unplaced-scaffold	na	na	PJAA01002723.1	=	NW_019645856.1	Primary Assembly	93516	na
Contig7526	unplaced-scaffold	na	na	PJAA01002724.1	=	NW_019645863.1	Primary Assembly	5742	na
Contig7537	unplaced-scaffold	na	na	PJAA01002725.1	=	NW_019645867.1	Primary Assembly	3510	na
Contig7538	unplaced-scaffold	na	na	PJAA01002726.1	=	NW_019645869.1	Primary Assembly	47961	na
Contig7572	unplaced-scaffold	na	na	PJAA01002727.1	=	NW_019645874.1	Primary Assembly	3048	na
Contig7599	unplaced-scaffold	na	na	PJAA01002728.1	=	NW_019645884.1	Primary Assembly	3901	na
Contig7712	unplaced-scaffold	na	na	PJAA01002729.1	=	NW_019645916.1	Primary Assembly	4157	na
Contig7754	unplaced-scaffold	na	na	PJAA01002730.1	=	NW_019645928.1	Primary Assembly	6845	na
Contig7755	unplaced-scaffold	na	na	PJAA01002731.1	=	NW_019645929.1	Primary Assembly	8141	na
Contig7878	unplaced-scaffold	na	na	PJAA01002732.1	=	NW_019645962.1	Primary Assembly	3694	na
Contig7902	unplaced-scaffold	na	na	PJAA01002733.1	=	NW_019645968.1	Primary Assembly	3459	na
Contig7957	unplaced-scaffold	na	na	PJAA01002734.1	=	NW_019645981.1	Primary Assembly	6313	na
Contig7988	unplaced-scaffold	na	na	PJAA01002735.1	=	NW_019645986.1	Primary Assembly	44971	na
Contig8030	unplaced-scaffold	na	na	PJAA01002736.1	=	NW_019646003.1	Primary Assembly	11429	na
Contig8077	unplaced-scaffold	na	na	PJAA01002737.1	=	NW_019646008.1	Primary Assembly	7567	na
Contig8080	unplaced-scaffold	na	na	PJAA01002738.1	=	NW_019646009.1	Primary Assembly	8525	na
Contig8103	unplaced-scaffold	na	na	PJAA01002739.1	=	NW_019646017.1	Primary Assembly	3589	na
Contig8104	unplaced-scaffold	na	na	PJAA01002740.1	=	NW_019646018.1	Primary Assembly	4583	na
Contig8127	unplaced-scaffold	na	na	PJAA01002741.1	=	NW_019646024.1	Primary Assembly	5841	na
Contig8220	unplaced-scaffold	na	na	PJAA01002742.1	=	NW_019646049.1	Primary Assembly	3098	na
Contig8245	unplaced-scaffold	na	na	PJAA01002743.1	=	NW_019646055.1	Primary Assembly	5520	na
Contig8254	unplaced-scaffold	na	na	PJAA01002744.1	=	NW_019646059.1	Primary Assembly	20354	na
Contig8276	unplaced-scaffold	na	na	PJAA01002745.1	=	NW_019646067.1	Primary Assembly	4067	na
Contig8289	unplaced-scaffold	na	na	PJAA01002746.1	=	NW_019646070.1	Primary Assembly	10263	na
Contig8290	unplaced-scaffold	na	na	PJAA01002747.1	=	NW_019646071.1	Primary Assembly	3056	na
Contig8360	unplaced-scaffold	na	na	PJAA01002748.1	=	NW_019646085.1	Primary Assembly	9300	na
Contig8365	unplaced-scaffold	na	na	PJAA01002749.1	=	NW_019646086.1	Primary Assembly	10492	na
Contig8412	unplaced-scaffold	na	na	PJAA01002750.1	=	NW_019646098.1	Primary Assembly	3452	na
Contig8435	unplaced-scaffold	na	na	PJAA01002751.1	=	NW_019646105.1	Primary Assembly	5507	na
Contig8475	unplaced-scaffold	na	na	PJAA01002752.1	=	NW_019646118.1	Primary Assembly	3295	na
Contig8493	unplaced-scaffold	na	na	PJAA01002753.1	=	NW_019646121.1	Primary Assembly	13420	na
Contig8543	unplaced-scaffold	na	na	PJAA01002754.1	=	NW_019646134.1	Primary Assembly	4021	na
Contig8568	unplaced-scaffold	na	na	PJAA01002755.1	=	NW_019646139.1	Primary Assembly	99118	na
Contig8601	unplaced-scaffold	na	na	PJAA01002756.1	=	NW_019646149.1	Primary Assembly	113163	na
Contig8629	unplaced-scaffold	na	na	PJAA01002757.1	=	NW_019646152.1	Primary Assembly	6219	na
Contig8737	unplaced-scaffold	na	na	PJAA01002758.1	=	NW_019646184.1	Primary Assembly	6324	na
Contig8740	unplaced-scaffold	na	na	PJAA01002759.1	=	NW_019646185.1	Primary Assembly	3963	na
Contig8791	unplaced-scaffold	na	na	PJAA01002760.1	=	NW_019646200.1	Primary Assembly	3839	na
Contig8818	unplaced-scaffold	na	na	PJAA01002761.1	=	NW_019646206.1	Primary Assembly	6911	na
Contig8823	unplaced-scaffold	na	na	PJAA01002762.1	=	NW_019646207.1	Primary Assembly	5304	na
Contig8832	unplaced-scaffold	na	na	PJAA01002763.1	=	NW_019646211.1	Primary Assembly	106482	na
Contig8925	unplaced-scaffold	na	na	PJAA01002764.1	=	NW_019646239.1	Primary Assembly	8362	na
Contig8940	unplaced-scaffold	na	na	PJAA01002765.1	=	NW_019646241.1	Primary Assembly	5475	na
Contig8976	unplaced-scaffold	na	na	PJAA01002766.1	=	NW_019646250.1	Primary Assembly	3284	na
Contig9058	unplaced-scaffold	na	na	PJAA01002767.1	=	NW_019646268.1	Primary Assembly	5706	na
Contig9073	unplaced-scaffold	na	na	PJAA01002768.1	=	NW_019646273.1	Primary Assembly	10399	na
Contig9118	unplaced-scaffold	na	na	PJAA01002769.1	=	NW_019646284.1	Primary Assembly	64668	na
Contig9136	unplaced-scaffold	na	na	PJAA01002770.1	=	NW_019646291.1	Primary Assembly	31783	na
Contig9212	unplaced-scaffold	na	na	PJAA01002771.1	=	NW_019646301.1	Primary Assembly	3696	na
Contig9223	unplaced-scaffold	na	na	PJAA01002772.1	=	NW_019646303.1	Primary Assembly	4728	na
Contig9272	unplaced-scaffold	na	na	PJAA01002773.1	=	NW_019646318.1	Primary Assembly	3801	na
Contig9328	unplaced-scaffold	na	na	PJAA01002774.1	=	NW_019646329.1	Primary Assembly	3053	na
Contig9364	unplaced-scaffold	na	na	PJAA01002775.1	=	NW_019646339.1	Primary Assembly	4140	na
Contig9393	unplaced-scaffold	na	na	PJAA01002776.1	=	NW_019646348.1	Primary Assembly	7854	na
Contig9651	unplaced-scaffold	na	na	PJAA01002777.1	=	NW_019646399.1	Primary Assembly	4689	na
Contig9740	unplaced-scaffold	na	na	PJAA01002778.1	=	NW_019646401.1	Primary Assembly	42189	na
Contig9755	unplaced-scaffold	na	na	PJAA01002779.1	=	NW_019646402.1	Primary Assembly	3181	na
Contig9811	unplaced-scaffold	na	na	PJAA01002780.1	=	NW_019646404.1	Primary Assembly	14196	na
Contig9827	unplaced-scaffold	na	na	PJAA01002781.1	=	NW_019646405.1	Primary Assembly	10602	na
Contig9843	unplaced-scaffold	na	na	PJAA01002782.1	=	NW_019646406.1	Primary Assembly	3845	na
Contig9845	unplaced-scaffold	na	na	PJAA01002783.1	=	NW_019646407.1	Primary Assembly	5690	na
Contig9993	unplaced-scaffold	na	na	PJAA01002784.1	=	NW_019646411.1	Primary Assembly	3772	na
Contig10025	unplaced-scaffold	na	na	PJAA01002785.1	=	NW_019641748.1	Primary Assembly	73007	na
Contig10072	unplaced-scaffold	na	na	PJAA01002786.1	=	NW_019641750.1	Primary Assembly	5441	na
Contig10077	unplaced-scaffold	na	na	PJAA01002787.1	=	NW_019641751.1	Primary Assembly	14882	na
Contig10088	unplaced-scaffold	na	na	PJAA01002788.1	=	NW_019641752.1	Primary Assembly	6071	na
Contig10112	unplaced-scaffold	na	na	PJAA01002789.1	=	NW_019641754.1	Primary Assembly	3605	na
Contig10125	unplaced-scaffold	na	na	PJAA01002790.1	=	NW_019641755.1	Primary Assembly	4570	na
Contig10209	unplaced-scaffold	na	na	PJAA01002791.1	=	NW_019641758.1	Primary Assembly	3645	na
Contig10232	unplaced-scaffold	na	na	PJAA01002792.1	=	NW_019641759.1	Primary Assembly	6585	na
Contig10234	unplaced-scaffold	na	na	PJAA01002793.1	=	NW_019641760.1	Primary Assembly	3527	na
Contig10278	unplaced-scaffold	na	na	PJAA01002794.1	=	NW_019641761.1	Primary Assembly	3494	na
Contig10315	unplaced-scaffold	na	na	PJAA01002795.1	=	NW_019641763.1	Primary Assembly	8660	na
Contig10339	unplaced-scaffold	na	na	PJAA01002796.1	=	NW_019641764.1	Primary Assembly	40893	na
Contig10360	unplaced-scaffold	na	na	PJAA01002797.1	=	NW_019641765.1	Primary Assembly	34904	na
Contig10412	unplaced-scaffold	na	na	PJAA01002798.1	=	NW_019641767.1	Primary Assembly	16117	na
Contig10420	unplaced-scaffold	na	na	PJAA01002799.1	=	NW_019641768.1	Primary Assembly	114236	na
Contig10565	unplaced-scaffold	na	na	PJAA01002800.1	=	NW_019641770.1	Primary Assembly	25547	na
Contig10605	unplaced-scaffold	na	na	PJAA01002801.1	=	NW_019641773.1	Primary Assembly	288715	na
Contig10645	unplaced-scaffold	na	na	PJAA01002802.1	=	NW_019641774.1	Primary Assembly	3190	na
Contig10647	unplaced-scaffold	na	na	PJAA01002803.1	=	NW_019641775.1	Primary Assembly	11302	na
Contig10659	unplaced-scaffold	na	na	PJAA01002804.1	=	NW_019641776.1	Primary Assembly	9249	na
Contig10719	unplaced-scaffold	na	na	PJAA01002805.1	=	NW_019641780.1	Primary Assembly	7610	na
Contig10751	unplaced-scaffold	na	na	PJAA01002806.1	=	NW_019641781.1	Primary Assembly	5373	na
Contig10794	unplaced-scaffold	na	na	PJAA01002807.1	=	NW_019641782.1	Primary Assembly	166253	na
Contig10824	unplaced-scaffold	na	na	PJAA01002808.1	=	NW_019641784.1	Primary Assembly	29307	na
Contig10831	unplaced-scaffold	na	na	PJAA01002809.1	=	NW_019641785.1	Primary Assembly	4941	na
Contig10838	unplaced-scaffold	na	na	PJAA01002810.1	=	NW_019641786.1	Primary Assembly	3199	na
Contig10846	unplaced-scaffold	na	na	PJAA01002811.1	=	NW_019641787.1	Primary Assembly	5210	na
Contig11011	unplaced-scaffold	na	na	PJAA01002812.1	=	NW_019641792.1	Primary Assembly	15338	na
Contig11051	unplaced-scaffold	na	na	PJAA01002813.1	=	NW_019641794.1	Primary Assembly	71343	na
Contig11102	unplaced-scaffold	na	na	PJAA01002814.1	=	NW_019641797.1	Primary Assembly	3094	na
Contig11214	unplaced-scaffold	na	na	PJAA01002815.1	=	NW_019641800.1	Primary Assembly	6148	na
Contig11233	unplaced-scaffold	na	na	PJAA01002816.1	=	NW_019641801.1	Primary Assembly	5359	na
Contig11282	unplaced-scaffold	na	na	PJAA01002817.1	=	NW_019641803.1	Primary Assembly	8017	na
Contig11376	unplaced-scaffold	na	na	PJAA01002818.1	=	NW_019641805.1	Primary Assembly	12545	na
Contig11430	unplaced-scaffold	na	na	PJAA01002819.1	=	NW_019641807.1	Primary Assembly	10207	na
Contig11650	unplaced-scaffold	na	na	PJAA01002820.1	=	NW_019641811.1	Primary Assembly	6212	na
Contig11781	unplaced-scaffold	na	na	PJAA01002821.1	=	NW_019641813.1	Primary Assembly	9219	na
Contig11856	unplaced-scaffold	na	na	PJAA01002822.1	=	NW_019641815.1	Primary Assembly	4092	na
Contig11860	unplaced-scaffold	na	na	PJAA01002823.1	=	NW_019641817.1	Primary Assembly	8154	na
Contig11901	unplaced-scaffold	na	na	PJAA01002824.1	=	NW_019641819.1	Primary Assembly	3503	na
Contig11915	unplaced-scaffold	na	na	PJAA01002825.1	=	NW_019641820.1	Primary Assembly	4198	na
Contig11955	unplaced-scaffold	na	na	PJAA01002826.1	=	NW_019641821.1	Primary Assembly	6600	na
Contig11963	unplaced-scaffold	na	na	PJAA01002827.1	=	NW_019641822.1	Primary Assembly	3283	na
Contig11971	unplaced-scaffold	na	na	PJAA01002828.1	=	NW_019641823.1	Primary Assembly	3050	na
Contig12027	unplaced-scaffold	na	na	PJAA01002829.1	=	NW_019641826.1	Primary Assembly	3296	na
Contig12076	unplaced-scaffold	na	na	PJAA01002830.1	=	NW_019641827.1	Primary Assembly	7163	na
Contig12118	unplaced-scaffold	na	na	PJAA01002831.1	=	NW_019641831.1	Primary Assembly	3393	na
Contig12162	unplaced-scaffold	na	na	PJAA01002832.1	=	NW_019641832.1	Primary Assembly	15043	na
Contig12174	unplaced-scaffold	na	na	PJAA01002833.1	=	NW_019641833.1	Primary Assembly	3017	na
Contig12206	unplaced-scaffold	na	na	PJAA01002834.1	=	NW_019641836.1	Primary Assembly	3361	na
Contig12229	unplaced-scaffold	na	na	PJAA01002835.1	=	NW_019641837.1	Primary Assembly	50008	na
Contig12245	unplaced-scaffold	na	na	PJAA01002836.1	=	NW_019641838.1	Primary Assembly	16823	na
Contig12256	unplaced-scaffold	na	na	PJAA01002837.1	=	NW_019641840.1	Primary Assembly	358248	na
Contig12258	unplaced-scaffold	na	na	PJAA01002838.1	=	NW_019641841.1	Primary Assembly	4044	na
Contig12423	unplaced-scaffold	na	na	PJAA01002839.1	=	NW_019641844.1	Primary Assembly	3051	na
Contig12469	unplaced-scaffold	na	na	PJAA01002840.1	=	NW_019641846.1	Primary Assembly	3946	na
Contig12483	unplaced-scaffold	na	na	PJAA01002841.1	=	NW_019641847.1	Primary Assembly	6074	na
Contig12547	unplaced-scaffold	na	na	PJAA01002842.1	=	NW_019641849.1	Primary Assembly	64626	na
Contig12575	unplaced-scaffold	na	na	PJAA01002843.1	=	NW_019641851.1	Primary Assembly	10348	na
Contig12580	unplaced-scaffold	na	na	PJAA01002844.1	=	NW_019641852.1	Primary Assembly	3044	na
Contig12602	unplaced-scaffold	na	na	PJAA01002845.1	=	NW_019641854.1	Primary Assembly	3431	na
Contig12619	unplaced-scaffold	na	na	PJAA01002846.1	=	NW_019641855.1	Primary Assembly	89789	na
Contig12706	unplaced-scaffold	na	na	PJAA01002847.1	=	NW_019641858.1	Primary Assembly	190395	na
Contig12768	unplaced-scaffold	na	na	PJAA01002848.1	=	NW_019641861.1	Primary Assembly	3479	na
Contig12851	unplaced-scaffold	na	na	PJAA01002849.1	=	NW_019641863.1	Primary Assembly	23241	na
Contig12859	unplaced-scaffold	na	na	PJAA01002850.1	=	NW_019641864.1	Primary Assembly	30577	na
Contig12880	unplaced-scaffold	na	na	PJAA01002851.1	=	NW_019641865.1	Primary Assembly	69376	na
Contig12923	unplaced-scaffold	na	na	PJAA01002852.1	=	NW_019641868.1	Primary Assembly	6245	na
Contig12945	unplaced-scaffold	na	na	PJAA01002853.1	=	NW_019641870.1	Primary Assembly	17768	na
Contig13002	unplaced-scaffold	na	na	PJAA01002854.1	=	NW_019641874.1	Primary Assembly	50872	na
Contig13007	unplaced-scaffold	na	na	PJAA01002855.1	=	NW_019641875.1	Primary Assembly	3228	na
Contig13025	unplaced-scaffold	na	na	PJAA01002856.1	=	NW_019641876.1	Primary Assembly	4665	na
Contig13046	unplaced-scaffold	na	na	PJAA01002857.1	=	NW_019641878.1	Primary Assembly	8569	na
Contig13158	unplaced-scaffold	na	na	PJAA01002858.1	=	NW_019641881.1	Primary Assembly	9349	na
Contig13215	unplaced-scaffold	na	na	PJAA01002859.1	=	NW_019641884.1	Primary Assembly	76451	na
Contig13275	unplaced-scaffold	na	na	PJAA01002860.1	=	NW_019641886.1	Primary Assembly	6128	na
Contig13299	unplaced-scaffold	na	na	PJAA01002861.1	=	NW_019641887.1	Primary Assembly	3207	na
Contig13370	unplaced-scaffold	na	na	PJAA01002862.1	=	NW_019641889.1	Primary Assembly	5360	na
Contig13384	unplaced-scaffold	na	na	PJAA01002863.1	=	NW_019641890.1	Primary Assembly	3923	na
Contig13418	unplaced-scaffold	na	na	PJAA01002864.1	=	NW_019641892.1	Primary Assembly	3010	na
Contig13421	unplaced-scaffold	na	na	PJAA01002865.1	=	NW_019641894.1	Primary Assembly	6039	na
Contig13425	unplaced-scaffold	na	na	PJAA01002866.1	=	NW_019641895.1	Primary Assembly	5973	na
Contig13434	unplaced-scaffold	na	na	PJAA01002867.1	=	NW_019641896.1	Primary Assembly	4859	na
Contig13478	unplaced-scaffold	na	na	PJAA01002868.1	=	NW_019641897.1	Primary Assembly	3434	na
Contig13485	unplaced-scaffold	na	na	PJAA01002869.1	=	NW_019641898.1	Primary Assembly	4914	na
Contig13500	unplaced-scaffold	na	na	PJAA01002870.1	=	NW_019641900.1	Primary Assembly	133306	na
Contig13559	unplaced-scaffold	na	na	PJAA01002871.1	=	NW_019641902.1	Primary Assembly	58318	na
Contig13650	unplaced-scaffold	na	na	PJAA01002872.1	=	NW_019641907.1	Primary Assembly	3257	na
Contig13689	unplaced-scaffold	na	na	PJAA01002873.1	=	NW_019641908.1	Primary Assembly	3115	na
Contig13717	unplaced-scaffold	na	na	PJAA01002874.1	=	NW_019641910.1	Primary Assembly	10225	na
Contig13728	unplaced-scaffold	na	na	PJAA01002875.1	=	NW_019641911.1	Primary Assembly	10952	na
Contig13740	unplaced-scaffold	na	na	PJAA01002876.1	=	NW_019641912.1	Primary Assembly	41466	na
Contig13763	unplaced-scaffold	na	na	PJAA01002877.1	=	NW_019641913.1	Primary Assembly	3533	na
Contig13857	unplaced-scaffold	na	na	PJAA01002878.1	=	NW_019641917.1	Primary Assembly	3580	na
Contig13916	unplaced-scaffold	na	na	PJAA01002879.1	=	NW_019641919.1	Primary Assembly	8260	na
Contig13924	unplaced-scaffold	na	na	PJAA01002880.1	=	NW_019641920.1	Primary Assembly	60363	na
Contig13952	unplaced-scaffold	na	na	PJAA01002881.1	=	NW_019641921.1	Primary Assembly	3534	na
Contig13955	unplaced-scaffold	na	na	PJAA01002882.1	=	NW_019641922.1	Primary Assembly	3180	na
Contig13979	unplaced-scaffold	na	na	PJAA01002883.1	=	NW_019641923.1	Primary Assembly	4129	na
Contig14187	unplaced-scaffold	na	na	PJAA01002884.1	=	NW_019641929.1	Primary Assembly	64917	na
Contig14312	unplaced-scaffold	na	na	PJAA01002885.1	=	NW_019641933.1	Primary Assembly	77050	na
Contig14465	unplaced-scaffold	na	na	PJAA01002886.1	=	NW_019641937.1	Primary Assembly	4084	na
Contig14470	unplaced-scaffold	na	na	PJAA01002887.1	=	NW_019641939.1	Primary Assembly	81102	na
Contig14513	unplaced-scaffold	na	na	PJAA01002888.1	=	NW_019641941.1	Primary Assembly	3402	na
